title,assigned_label,potential_labels
"SA's drop in Covid-19 cases 'very promising', says top expert - but warns against complacency",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Study reveals why Covid-19 virus impacts patients differently,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Study reveals malaria discovery could expedite antiviral treatment for COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Dry air a breeding ground for COVID-19, Aussie researchers say",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Newmarch House operator tells of Covid-19 'dysfunction' between state and federal officials,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
"Lower incidence of COVID-19 in high-altitude residents is intriguing, but requires more research",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
New call centre to track passengers arriving at the State's ports and airports,HEALTH,"['SCIENCE_TECH', 'WORLD_NATION']"
Drug Discovery Pipeline Identifies COVID-19 Drugs Using AI,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Pasteurising human milk inactivates Covid-19 virus: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
California Becomes 1st US State With Over 600k Covid-19 Cases | newkerala.com United States News,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
Vaping linked to higher Covid-19 risk in young adults: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
No payment for Covid-19 test at the airports – FAAN,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid vaccine update: Tracking progress against coronavirus,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Government advisors see ‘early indications’ that COVID-19 growth rate is increasing,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
Global recovery could be faster if COVID vaccine made available to all - WHO chief,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid-19: Experts warn against complacency in preventing 'second wave',WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
UK COVID-19 daily death count could be scrapped: Telegraph By Reuters,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
'I knew the victims' pain': the pioneering detective who took on the Golden State Killer,WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
James Shaw awaiting precautionary COVID-19 test result,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"List: 3 leading vaccines from China against COVID-19, now on Phase III human trials",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Are bats to blame for COVID-19? Researchers are trying to find out,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Bipartisan US bill aims to advance normalized ties between Israel, Arab states",WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
Oxford covid vaccine gives Britain to prove its science prowess,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Study shows stay-at-home orders can considerably reduce the transmission of COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Repurposing existing treatments for diseases such as cancer, malaria can help expedite COVID-19 - Study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Hair Loss Reports Grow Among Covid-19 ‘Long Haul’ Survivors,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Researchers Create COVID-19 Mask Filtration Effectiveness Hierarchy – Dozens of Types of New, Used, and Expired Masks Tested",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Obesity associated with 'higher odds' of Covid-19 hospital admission – study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Heartbroken tribute to 'firecracker' Durham mum who died after doctors said cancer was Covid-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
False claims resurface about tests for COVID-19 and its survival rate,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Cutting back on maintenance due to COVID could become a real pest,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"UPDATE 1-French daily COVID-19 cases rise above 3,000",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Most NHS Leaders Lack Faith in U.K. Government Testing Strategy,HEALTH,"['SCIENCE_TECH', 'WORLD_NATION']"
"No Legal Sanctity to Statements of 56 Persons Collected by Mumbai Cops in Sushant Case, Centre Tells SC",ENTERTAINMENT,"['SCIENCE_TECH', 'WORLD_NATION']"
COVID Data Failures Create Pressure for Public Health System Overhaul,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Advisory: German institute withdraws report saying COVID-19 vaccine could be available,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Alyssa Milano urges people to 'wear a mask' while detailing post-COVID-19 hair loss,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
COVID Outbreak Reported At Prairie View In Sanborn,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Harvard researchers want more 'crappy' tests for Covid-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Moderna details coronavirus vaccine pricing as orders roll in,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Malaysia detects Covid-19 strain that is 10 times more infectious,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
US government slow to act as anti-vaxxers spread lies on social media about coronavirus vaccine,WORLD,"['HEALTH_NATION', 'WORLD_NATION']"
Brazilian billionaire Lemann leads initiative to build COVID-19 vaccine factory,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Stylish New Trailer For Aeon Must Die Revealed During PlayStation State Of Play,TECHNOLOGY,"['SCIENCE_TECH', 'WORLD_NATION']"
Vaccines undergo strict safety testing before they are licensed for use in the US and many other countries; no validity to the claim of a 33% “death rate” from COVID-19 vaccine,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
'They Know What A Pandemic Is': HIV Survivors See Similarities To AIDS Epidemic,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus in Ireland – Health expert suggests open air schools and better ventilation to kill Covid-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Study reveals malaria discovery could expedite antiviral treatment for COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Why a new generation of Thais are protesting against the government,WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
Coronavirus: Scientists identify potential drug candidate against Covid-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Testosterone therapy not linked to recurrence of prostate cancer after treatment: Study,HEALTH,"['SCIENCE_TECH', 'WORLD_NATION']"
Australia borders to stay shut as COVID-19 daily deaths reach record,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Russia unveils coronavirus vaccine ‘Sputnik V,’ claiming breakthrough in global race before final testing complete",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Coronavirus: It’s possible U.S. will have vaccine before Nov. 3 election, Trump claims",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
A titanium oxide nanowire-primarily based air channel can lure and devastate microorganisms,SCIENCE,"['SCIENCE_TECH', 'WORLD_NATION']"
Can you wear a neck gaiter as a mask against Covid-19?,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Brazilian billionaire Lemann leads initiative to build Covid-19 vaccine factory,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Green co-leader James Shaw awaiting Covid-19 test results after South Auckland visit,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Coronavirus update: UK PM Boris Johnson says the Government has a 'moral duty' to open schools, scientists warn of dangerous COVID-19 threshold",WORLD,"['HEALTH_NATION', 'WORLD_NATION']"
Australian state to impose hefty fines to compel COVID-19 isolation,WORLD,"['HEALTH_NATION', 'WORLD_NATION']"
Complaints filed against Ontario doctor after COVID-19 tweets,SCIENCE,"['HEALTH_NATION', 'SCIENCE_TECH']"
Disruptive.Asia Comments on How Huawei and ONDE Are Helping Thailand Fight COVID-19 and Go Digital at the Same Time,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Over 30 countries' daily COVID-19 cases surpass 1,000: WHO",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
73 novel variants of COVID-19 strain identified in Odisha,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Early spread of COVID-19 far greater than initially reported: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
COVID-19 patients with heart problems more likely to die: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Greece sees spike in daily COVID-19 cases,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Alyssa Milano demonstrates hair loss as she pushes back against COVID-19 critics,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid 19 coronavirus: Quarter of coronavirus survivors report losing hair 'in clumps',HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Obesity raises the risk of death from COVID-19 among men,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Qureshi for enhanced post-COVID coop among ASEAN states,WORLD,"['HEALTH_NATION', 'WORLD_NATION']"
Canada's COVID Alert app is a case of tech-driven bad policy design,TECHNOLOGY,"['HEALTH_NATION', 'WORLD_NATION']"
Canadian Researchers to Study Inhaled Sedatives for Severe COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
UW-Madison researchers develop saliva testing to screen for COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Determining the optimal strategy for reopening schools, the impact of test and trace interventions, and the risk of occurrence of a second COVID-19 epidemic wave in the UK: a modelling study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
'Safe suspense': Masked Singer aims to distract mid-pandemic,ENTERTAINMENT,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid-19 patients with heart problems more likely to die: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Delaying prostate cancer radiation therapy offers room for flexibility in pandemic peak,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
"New research shows signs of lasting immunity to COVID-19, report says | TheHill",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Alliance Virtual Conference on Legionnaires' Disease Risks During and After COVID-19 Pandemic Aug. 19-20,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus updates LIVE: Victorian state of emergency extended as COVID-19 case surge continues; Australian death toll stands at 396,WORLD,"['HEALTH_NATION', 'WORLD_NATION']"
Brazilian state agrees to produce Russian COVID-19 vaccine - The Jakarta Post,WORLD,"['HEALTH_NATION', 'WORLD_NATION']"
"UK Risks Second Wave of COVID-19, Two Times Bigger Without Improved Testing: Study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Single-Shot COVID-19 Vaccine Robustly Protects Non-human Primates Against SARS-CoV-2,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Why home-based care is Kenya's hope in fight against Covid-19,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Half of daily 100000 COVID-19 cases in Americas are in U.S.: WHO director By Reuters,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Vietnam health ministry to buy Russian COVID-19 vaccine - state media,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
"S.Korea's daily cases surge on church-linked infections, India's COVID-19 deaths near 50,000 | English.news.cn",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Department of Health and HSE launch new phase of Covid-19 campaign,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus: Children made up just 1% of COVID-19 cases in England in first peak - study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"In the US, five states account for more than 40% of the country's nearly 5 million Covid-19 cases",WORLD,"['HEALTH_NATION', 'WORLD_NATION']"
Taiwan risks being caught up in the power struggle between the United States and China,WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
TB vaccination linked with significantly improved COVID-19 outcomes: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Study: 14 Face Masks, Here Are The Best, Worst For Covid-19 Coronavirus",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Israel claims to have 'excellent' COVID-19 vaccine in hand,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Two Gardai test positive for Covid-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
No new cases of COVID-19 in New Brunswick; 15 active cases remain,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Pre-existing drug shows promise in fight against Covid-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Existing Alcoholism Drug Potentially Effective Against COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Study finds low rate of COVID-19 transmission in educational settings,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Juice bar slammed for COVID claims | Observer,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Lebanon foreign minister resigns citing risks of a 'failed state',WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
Stevie Nicks urges fans to wear a mask and fears if she contracts Covid-19 she'll never sing again,ENTERTAINMENT,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus: Kuwait reports 472 new Covid-19 cases - News,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
More research suggests obesity increases COVID-19 severity by 70 per cent,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Chinese COVID-19 vaccine shows promising trial results: study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Updated Chippewa and Eau Claire County COVID-19 numbers released,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
'They Know What A Pandemic Is': HIV Survivors See Similarities To AIDS Epidemic,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"In a big jolt to Indian IT workers, Donald Trump sig..against hiring H-1B visa holders for federal contracts",WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
Asymptomatic Covid-19 cases least likely to infect their close contacts: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Israeli said murdered in Ecuador jail; tied to ex-leader’s alleged COVID-19 scam,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Post-market study to monitor safety and effectiveness of Covid-19 vaccines,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Alyssa Milano says she's losing her hair after battling COVID-19 for months,ENTERTAINMENT,"['HEALTH_NATION', 'SCIENCE_TECH']"
COVID-19 vaccine could be available by year-end or early next year: report,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"In fiery exchange with PM, Judith Collins accuses Government of 'failing to deliver'",WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
Russia Registers First COVID-19 Vaccine - ResearchAndMarkets.com,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Global recovery will come faster if COVID vaccine available to all - WHO chief,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Medicine China claims it uses as cure for COVID-19 reaches Manila,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus: South African community starts own COVID-19 healthcare system as government response falters,WORLD,"['HEALTH_NATION', 'WORLD_NATION']"
Vietnam health ministry to buy Russian COVID-19 vaccine - state media,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
Why Do HIV Vaccine Trials Keep Failing?,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Thunderstorms can trigger asthma attacks that need hospitalization, study says",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"UK daily figures show 1,012 new COVID-19 cases",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
USC Researchers Uncover Likely Order Of COVID-19 Symptoms,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
French COVID-19 infections set new post-lockdown daily record,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
UK daily COVID-19 death count could be scrapped – Telegraph,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Owner of Sunderland pub which closed after a customer tested positive for Covid slams government,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
"Covid-19 average incubation period may be longer than thought, research shows",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"NYC coronavirus deaths 'comparable' to 1918 flu pandemic, researchers say",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
WHO extends state of emergency over coronavirus pandemic,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
Philippine Embassy irked by ‘land of COVID-19’ label of Thai newspaper,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
UPDATE 3-Global recovery could be faster if COVID vaccine made available to all -WHO chief,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Cannabis use may increase risk of heart attacks, AF and heart failure: AHA statement",HEALTH,"['SCIENCE_TECH', 'WORLD_NATION']"
"Russia Reveals Coronavirus Vaccine Details: How the world’s first corona vaccine will work, Russia instructed the entire thing",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Vietnam retail sales continued to recover before Covid-19 second wave hit,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Sinovac launches Phase 3 trial for COVID-19 vaccine in Indonesia, reports Phase 2 details",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
New study models ways of emerging from a pandemic lockdown,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
State Rep. Randy Fine admitted to hospital with coronavirus,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
DIY masks okay but do they protect against COVID-19?,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Three more die of COVID-19 in Central Texas, state death toll tops 7,000",HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
UCI researchers develop novel molecule for COVID-19 treatment,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus: COVID-19 vaccine could explain asymptomatic cases,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Quickly process insurance claims by health workers engaged in covid duties: Govt,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Dr Anthony Fauci Gave A New Update On Coronavirus Vaccine Research And Trials,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Three Crowns ‘Jara’ campaign to run in 7 states, elevates care for mums",ENTERTAINMENT,"['SCIENCE_TECH', 'WORLD_NATION']"
9 out of 95 Ghanaian nurses dispatched to Barbados test positive for Covid-19,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"NAF airlifts COVID-19 kits, equipment to 14 ECOWAS countries",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Conspiracy Theories, Rumors, and Fake News killed More than 800 People During the Pandemic, Study",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Ireland delays full reopening of bars again after COVID-19 rate doubles Ireland, news for Ireland, Food and Drink,Ireland,",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Researchers Find Early Spread of COVID-19 Was Far Greater Than Reported,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Spokane sets new daily COVID-19 case record with 175 positive tests, 5 deaths",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
New study says Canadians see COVID vaccine as key to return to normal,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
New daily COVID-19 cases in Allegheny County continue to fall,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Good news! Scientists identify potential drug candidate against COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Thai protesters demand the release of anti-government activists,WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
Why do some people get sick from COVID-19 and others don’t? Stanford study may unravel the mystery,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Scientists identify existing drug that could prevent Covid-19 replication in host cells: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Niagara Health says rush to get tested for COVID-19 has led to wait times at assessment centers,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"813 new COVID-19 cases statewide; 15 in Valley, 1 death in Northumberland County",HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
States could repeat Vic health 'failures',HEALTH,"['SCIENCE_TECH', 'WORLD_NATION']"
"Hope for vaccine: Novel coronavirus strains show little variability, study finds",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Tony Blair: Mass testing of population for COVID-19 essential to prevent second lockdown,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
A Naturally Occurring Peptide Might be Key to Preventing Respiratory Failure in COVID-19 Patients,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Explainer: When will a coronavirus vaccine be ready?,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Kate Middleton 'devastated' by revelations about feud detailed in Harry and Meghan biography,ENTERTAINMENT,"['SCIENCE_TECH', 'WORLD_NATION']"
Can I catch COVID-19 on a train? New study explains which seats are riskiest,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Countries around the world are scrambling to find a COVID-19 vaccine, but access remains uncertain",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Jyothika donates Rs 25 lakh to Tanjore government hospital for renovation work?,ENTERTAINMENT,"['HEALTH_NATION', 'WORLD_NATION']"
"Fleece neck gaiters and bandanas are least effective at stopping COVID-19 droplets, study finds",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Current offer for reparations made by the German government remains an outstanding issue – Geingob,WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
Pupil size predicts death and hospital readmission in patients with heart failure,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Revealed: The COVID-19 failures of our nursing homes,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Alyssa Milano experiencing hair loss after positive COVID-19 antibodies test,ENTERTAINMENT,"['HEALTH_NATION', 'SCIENCE_TECH']"
Monoclonal antibodies seen as 'almost a sure bet' against Covid. What are they?,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Brazilian billionaire will fund the building to produce the Oxford/AstraZeneca vaccine in Sao Paulo,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Experts raise doubts over Mayo Clinic's study using blood plasma of COVID-19 survivors as treatment,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"COVID-19 patients presenting with unusual symptoms like inflamed eyes, skin rashes and, in rare cases, hair loss",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Covid-19 wrap: World reacts to Russia's vaccine, new cases spell uncertainty for elections in NZ",WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Research study into long-term health impacts of COVID-19 launched in UK,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
WM Entertainment releases statement after trespassers break into ONF's showcase; tape rehearsal and eat staff catering,ENTERTAINMENT,"['SCIENCE_TECH', 'WORLD_NATION']"
"Study: COVID-19 causes, worsens heart issues in hospitalized patients",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Study suggests link between BCG vaccine and lower COVID-19 curve,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Global recovery could be faster if COVID vaccine made available to all -WHO chief,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
COVID-19 vaccine could be available by year-end or early next year: report | English.news.cn,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus – Zambia: COVID-19 Daily Status Update (2nd August 2020),WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Government must consider mandatory COVID-19 vaccination,HEALTH,"['HEALTH_NATION', 'WORLD_NATION']"
Sam Newman lashes Victorian government and Daniel Andrews' COVID-19 shutdown 'lunacy',SPORTS,"['HEALTH_NATION', 'WORLD_NATION']"
Coronavirus vaccine could be available earlier than expected,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid-19: Temperature scans at airports ‘ineffective’,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
INSIGHT-Facebook’s dilemma: How to police claims about unproven COVID-19 vaccines,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
DNA vaccine protection against SARS-CoV-2 in rhesus macaques,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Apple is looking to introduce self-cleaning iPhones to protect against Covid-19,TECHNOLOGY,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Fever, Cough, Muscle Pain, Nausea & Diarrhea: Scientists Decode Likely Order of Covid-19 Symptoms",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Almost every inmate in one Bonneville County Jail pod tests positive for COVID-19,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid-19 patients with heart problems more likely to die: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
A COVID-19 Vaccine Study Is Happening In Washington DC,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Philippines cries foul over Thai headline calling it 'land of COVID-19',WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
AI stratification significantly improves treatment outcomes for COVID-19 patients,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Sanjay Dutt hospitalised in Mumbai,ENTERTAINMENT,"['HEALTH_NATION', 'SCIENCE_TECH']"
Moderna details coronavirus vaccine pricing as orders roll in,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Covid-19 symptoms follow an order: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Boko Haram attack: Borno State Governor dey hala while North Cameroon, Maiduguri Nigeria border bloodbath happun for Nguetchewe village",WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
Mildly Ill Covid-19 Patients Might be Discharged in Nine or More Days After Symptom Onset: Study,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Spain defends pandemic response as case numbers overtake Britain,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Coronavirus: African Union Member States reporting COVID-19 cases as of 15 August 2020, 6 pm EAT",WORLD,"['HEALTH_NATION', 'WORLD_NATION']"
Brazilian billionaire Lemann leads initiative to build COVID-19 vaccine factory,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Coronavirus - African Union Member States (55) reporting COVID-19 cases (1,034,931) deaths (22,903), and recoveries (720,775)",WORLD,"['HEALTH_NATION', 'WORLD_NATION']"
USC Researchers Uncover Likely Order Of COVID-19 Symptoms,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Cheap, Daily Home Tests Are The First Step To Containing The Pandemic",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Coronavirus - Nigeria: Training for Health Workers on Strengthening Prevention of Mother-To-Child Transmission in the context of COVID-19,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Introducing Blanc, a thousand masks in one: Developed by a pair of entrepreneurs this modular full-face mask features changeable front panels and filters to help drive more people to use personal protective equipment before the next COVID wave unfolds",TECHNOLOGY,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Very low risk of students and teachers transmitting Covid-19 at school, Australian study suggests",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Does Covid-19 Directly Cause Loss of Taste? Study Says Otherwise,HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
"Some COVID-19 survivors suffer psychiatric disorders, Italian study says",HEALTH,"['HEALTH_NATION', 'SCIENCE_TECH']"
Selena Gomez Reveals How She Maintains Her Mental Health During the Pandemic,ENTERTAINMENT,"['HEALTH_NATION', 'SCIENCE_TECH']"
Trudeau government announces additional humanitarian aid to Lebanon,WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
Harvard researchers want more 'crappy' tests for COVID-19,WORLD,"['HEALTH_NATION', 'SCIENCE_TECH']"
Nigeria Joins Lists Of Failed States On Wikipedia,WORLD,"['SCIENCE_TECH', 'WORLD_NATION']"
