,entropy,articles,risk
chathamhouse.org,0.0,1,HIGH
charlieintel.com,0.0,7,HIGH
channelnews.com.au,0.0,23,HIGH
channellife.co.nz,0.0,6,HIGH
channelfutures.com,0.0,1,HIGH
channel9.msdn.com,0.0,1,HIGH
chandigarhx.com,0.0,1,HIGH
cgtn.com,0.0,2,HIGH
cgmagonline.com,0.0,5,HIGH
chesterstandard.co.uk,0.0,1,HIGH
chess24.com,0.0,1,HIGH
chess.com,0.0,3,HIGH
chemweek.com,0.0,2,HIGH
chemeurope.com,0.0,1,HIGH
chelseafc.com,0.0,8,HIGH
chromeunboxed.com,0.0,14,HIGH
thenerdmag.com,0.0,1,HIGH
thenelsondaily.com,0.0,1,HIGH
thenationroar.com,0.0,1,HIGH
thepeoplesperson.com,0.0,12,HIGH
thepeakfm.com,0.0,1,HIGH
thepatriot.co.bw,0.0,2,HIGH
theparisnews.com,0.0,1,HIGH
thepampanews.com,0.0,1,HIGH
theovertimer.com,0.0,1,HIGH
theoutlook.ca,0.0,1,HIGH
theoldhamtimes.co.uk,0.0,1,HIGH
portnews.com.au,0.0,2,HIGH
portlincolntimes.com.au,0.0,5,HIGH
portcitydaily.com,0.0,1,HIGH
popville.com,0.0,1,HIGH
news.yale.edu,0.0,1,HIGH
cinelinx.com,0.0,1,HIGH
chelmsfordweeklynews.co.uk,0.0,1,HIGH
wizofawes.com,0.0,3,HIGH
wizmnews.com,0.0,1,HIGH
witn.com,0.0,1,HIGH
wnct.com,0.0,1,HIGH
wmmr.com,0.0,1,HIGH
wmky.org,0.0,1,HIGH
wmdt.com,0.0,1,HIGH
wmbfnews.com,0.0,2,HIGH
wltx.com,0.0,1,HIGH
news.wsu.edu,0.0,1,HIGH
chattanoogapulse.com,0.0,1,HIGH
chattanoogan.com,0.0,2,HIGH
chroniclejournal.com,0.0,2,HIGH
citizentribune.com,0.0,1,HIGH
cmmonline.com,0.0,1,HIGH
christianitydaily.com,0.0,1,HIGH
chrisd.ca,0.0,3,HIGH
chortle.co.uk,0.0,1,HIGH
chopchat.com,0.0,1,HIGH
chinaknowledge.com,0.0,1,HIGH
chiesaditotti.com,0.0,2,HIGH
chiefswire.usatoday.com,0.0,1,HIGH
citizensvoice.com,0.0,1,HIGH
circleid.com,0.0,1,HIGH
cioreview.com,0.0,1,HIGH
ciodive.com,0.0,1,HIGH
cio.com,0.0,1,HIGH
cineuropa.org,0.0,1,HIGH
cinemaexpress.com,0.0,6,HIGH
thedisinsider.com,0.0,7,HIGH
sydney.edu.au,0.0,2,HIGH
cincyjungle.com,0.0,4,HIGH
cidrap.umn.edu,0.0,14,HIGH
chronicleonline.com,0.0,1,HIGH
classicfm.com,0.0,2,HIGH
clarkscarlet.com,0.0,6,HIGH
clarionledger.com,0.0,1,HIGH
clareherald.com,0.0,1,HIGH
clareecho.ie,0.0,4,HIGH
clarechampion.ie,0.0,1,HIGH
clactonandfrintongazette.co.uk,0.0,1,HIGH
cklbradio.com,0.0,3,HIGH
cjoy.com,0.0,3,HIGH
citytoday.news,0.0,1,HIGH
cityam.com,0.0,2,HIGH
wingingitinmotown.com,0.0,1,HIGH
wkar.org,0.0,1,HIGH
wjla.com,0.0,3,HIGH
wjcl.com,0.0,3,HIGH
clevelandjewishnews.com,0.0,1,HIGH
cochranetoday.ca,0.0,1,HIGH
cmcmarkets.com,0.0,3,HIGH
cmaj.ca,0.0,2,HIGH
cloutnews.com,0.0,1,HIGH
clinicalomics.com,0.0,9,HIGH
climatechangenews.com,0.0,1,HIGH
climatecentre.org,0.0,1,HIGH
winnipeg.citynews.ca,0.0,1,HIGH
thecoastlandtimes.com,0.0,1,HIGH
thecloudtribune.com,0.0,4,HIGH
thedreamshake.com,0.0,2,HIGH
cntraveller.in,0.0,1,HIGH
columbian.com,0.0,1,HIGH
columbiamissourian.com,0.0,2,HIGH
coloradosun.com,0.0,1,HIGH
coloradoan.com,0.0,1,HIGH
collingwoodtoday.ca,0.0,3,HIGH
colliemail.com.au,0.0,7,HIGH
wiltsglosstandard.co.uk,0.0,1,HIGH
wilknews.radio.com,0.0,1,HIGH
wildrivers.lostcoastoutpost.com,0.0,1,HIGH
swxrightnow.com,0.0,1,HIGH
swirlster.ndtv.com,0.0,2,HIGH
tasnimnews.com,0.0,1,HIGH
targetedonc.com,0.0,1,HIGH
winnersandwhiners.com,0.0,53,HIGH
wingsmagazine.com,0.0,2,HIGH
portswigger.net,0.0,7,HIGH
portpirierecorder.com.au,0.0,4,HIGH
wifr.com,0.0,2,HIGH
wisn.com,0.0,1,HIGH
wishtv.com,0.0,1,HIGH
wis-wander.weizmann.ac.il,0.0,1,HIGH
wirenewsfax.com,0.0,1,HIGH
winteriscoming.net,0.0,2,HIGH
cogconnected.com,0.0,7,HIGH
codeblue.galencentre.org,0.0,3,HIGH
conchovalleyhomepage.com,0.0,1,HIGH
conandaily.com,0.0,1,HIGH
cochranetimes.com,0.0,1,HIGH
coatingsworld.com,0.0,1,HIGH
coastfm.co.uk,0.0,1,HIGH
coach.nine.com.au,0.0,3,HIGH
consumerreports.org,0.0,1,HIGH
consultant360.com,0.0,1,HIGH
constructionweekonline.com,0.0,2,HIGH
popbuzz.com,0.0,3,HIGH
politicshome.com,0.0,2,HIGH
politics.com.ph,0.0,1,HIGH
pokerfuse.com,0.0,1,HIGH
pokemongohub.net,0.0,4,HIGH
pokde.net,0.0,5,HIGH
news.wjct.org,0.0,1,HIGH
pocketgamer.com,0.0,1,HIGH
poundingtherock.com,0.0,5,HIGH
poststar.com,0.0,1,HIGH
postcrescent.com,0.0,2,HIGH
postbulletin.com,0.0,2,HIGH
postandcourier.com,0.0,2,HIGH
supersport.com,0.0,35,HIGH
superrugby.co.nz,0.0,1,HIGH
superparent.com,0.0,7,HIGH
superherohype.com,0.0,4,HIGH
talentrecap.com,0.0,5,HIGH
computerworld.com,0.0,1,HIGH
computerweekly.com,0.0,5,HIGH
compositesworld.com,0.0,1,HIGH
completesports.com,0.0,4,HIGH
communityimpact.com,0.0,2,HIGH
commercialappeal.com,0.0,1,HIGH
cominghomenewcastle.sbnation.com,0.0,1,HIGH
comicyears.com,0.0,2,HIGH
contractpharma.com,0.0,1,HIGH
contemporaryobgyn.net,0.0,1,HIGH
contagionlive.com,0.0,4,HIGH
thecountercurrent.com,0.0,1,HIGH
cosmeticsbusiness.com,0.0,1,HIGH
corowafreepress.com.au,0.0,4,HIGH
coronavirus.dental-tribune.com,0.0,1,HIGH
cornnation.com,0.0,1,HIGH
cordcuttersnews.com,0.0,2,HIGH
coppernblue.com,0.0,1,HIGH
coosavalleynews.com,0.0,1,HIGH
coolhunting.com,0.0,1,HIGH
convenience.org,0.0,1,HIGH
cpomagazine.com,0.0,1,HIGH
cowraguardian.com.au,0.0,6,HIGH
constructionreviewonline.com,0.0,1,HIGH
considerable.com,0.0,3,HIGH
concordmonitor.com,0.0,1,HIGH
surreycomet.co.uk,0.0,1,HIGH
covid-19.chinadaily.com.cn,0.0,1,HIGH
covers.com,0.0,2,HIGH
coveragelog.com,0.0,2,HIGH
countrynews.com.au,0.0,1,HIGH
countryliving.com,0.0,4,HIGH
cotswoldjournal.co.uk,0.0,1,HIGH
criticalthreats.org,0.0,1,HIGH
news.wisc.edu,0.0,1,HIGH
crictracker.com,0.0,7,HIGH
cricketworld.com,0.0,4,HIGH
cricketcountry.com,0.0,2,HIGH
cricketaddictor.com,0.0,7,HIGH
cricket.com.au,0.0,16,HIGH
tabletmag.com,0.0,2,HIGH
syvnews.com,0.0,1,HIGH
syncedreview.com,0.0,2,HIGH
popgeeks.com,0.0,1,HIGH
cricadium.com,0.0,1,HIGH
creativeboom.com,0.0,1,HIGH
crawleynews24.co.uk,0.0,1,HIGH
crash.net,0.0,39,HIGH
crainsnewyork.com,0.0,1,HIGH
cpr.org,0.0,1,HIGH
cryptoglobe.com,0.0,1,HIGH
crypto-news-flash.com,0.0,1,HIGH
cruxnow.com,0.0,2,HIGH
cruiseindustrynews.com,0.0,8,HIGH
cruisecritic.com,0.0,1,HIGH
cruisecritic.co.uk,0.0,1,HIGH
crowrivermedia.com,0.0,1,HIGH
crossroadstoday.com,0.0,2,HIGH
cowboyswire.usatoday.com,0.0,1,HIGH
cryptoslate.com,0.0,4,HIGH
cryptopotato.com,0.0,3,HIGH
thenewportbuzz.com,0.0,1,HIGH
radiotoday.com.au,0.0,1,HIGH
radiotoday.co.uk,0.0,4,HIGH
radiologybusiness.com,0.0,1,HIGH
thenortheasttoday.com,0.0,1,HIGH
thepublicopinion.com,0.0,1,HIGH
theprogressnews.com,0.0,1,HIGH
theprideoflondon.com,0.0,7,HIGH
thepress.net,0.0,1,HIGH
theportugalnews.com,0.0,1,HIGH
thepolicytimes.com,0.0,2,HIGH
playstationlifestyle.net,0.0,2,HIGH
playingfor90.com,0.0,1,HIGH
planetrugby.com,0.0,13,HIGH
whnt.com,0.0,1,HIGH
whl.ca,0.0,1,HIGH
winghamchronicle.com.au,0.0,4,HIGH
windycitygridiron.com,0.0,2,HIGH
crossover99.com,0.0,1,HIGH
crookwellgazette.com.au,0.0,3,HIGH
croatiaweek.com,0.0,2,HIGH
croakey.org,0.0,2,HIGH
crn.com.au,0.0,4,HIGH
cumbriacrack.com,0.0,2,HIGH
culturess.com,0.0,1,HIGH
cultr.com,0.0,1,HIGH
newschannel9.com,0.0,1,HIGH
ctinsider.com,0.0,1,HIGH
csp.org.uk,0.0,1,HIGH
csmonitor.com,0.0,1,HIGH
cychron.com,0.0,1,HIGH
cw39.com,0.0,1,HIGH
sudantribune.com,0.0,1,HIGH
suasnews.com,0.0,1,HIGH
style.nine.com.au,0.0,1,HIGH
stuff.tv,0.0,3,HIGH
newschannel5.com,0.0,2,HIGH
cryptopolitan.com,0.0,1,HIGH
cryptonews.com,0.0,4,HIGH
dailyadvertiser.com.au,0.0,1,HIGH
daily.jstor.org,0.0,2,HIGH
daily.bandcamp.com,0.0,2,HIGH
daily-mail.co.zm,0.0,3,HIGH
dabangasudan.org,0.0,2,HIGH
d-silence.com,0.0,1,HIGH
who.com.au,0.0,4,HIGH
swfinstitute.org,0.0,1,HIGH
swaay.com,0.0,2,HIGH
sustainability-times.com,0.0,1,HIGH
cv.nmhealth.org,0.0,2,HIGH
currencylive.com,0.0,1,HIGH
dailyhawker.com,0.0,1,HIGH
dailygazette.com,0.0,1,HIGH
7thspace.com,0.0,1,HIGH
dailyforex.com,0.0,7,HIGH
dailyexaminer.com.au,0.0,7,HIGH
dailycamera.com,0.0,1,HIGH
dailycaller.com,0.0,1,HIGH
windowslatest.com,0.0,16,HIGH
windowscentral.com,0.0,60,HIGH
winchesternewsgazette.com,0.0,1,HIGH
wiltshiretimes.co.uk,0.0,1,HIGH
thenewswire.com,0.0,1,HIGH
thenewspaper.co.za,0.0,1,HIGH
dailybulletin.com,0.0,1,HIGH
dailybreeze.com,0.0,1,HIGH
dailyo.in,0.0,1,HIGH
dailynorseman.com,0.0,2,HIGH
dailymirror.lk,0.0,1,HIGH
dailymemphian.com,0.0,1,HIGH
dailylobo.com,0.0,1,HIGH
dailyhover.com,0.0,1,HIGH
dailyhodl.com,0.0,22,HIGH
dailystartreknews.com,0.0,2,HIGH
dailystar.com.lb,0.0,1,HIGH
dailysportscar.com,0.0,8,HIGH
dailysoapdish.com,0.0,4,HIGH
swiftcurrentonline.com,0.0,1,HIGH
dallasobserver.com,0.0,1,HIGH
dallasinnovates.com,0.0,1,HIGH
dairyreporter.com,0.0,3,HIGH
dairylandexpress.com,0.0,2,HIGH
whas11.com,0.0,1,HIGH
wgxa.tv,0.0,1,HIGH
pionline.com,0.0,9,HIGH
pioneersheets.com,0.0,1,HIGH
pinstripealley.com,0.0,3,HIGH
pnas.org,0.0,1,HIGH
theoaklandpress.com,0.0,1,HIGH
thenorwichradical.com,0.0,1,HIGH
themastonline.com,0.0,1,HIGH
themarketfeed.com,0.0,2,HIGH
themarketcorrespondent.com,0.0,1,HIGH
thenexthint.com,0.0,1,HIGH
dcrainmaker.com,0.0,2,HIGH
dcourier.com,0.0,1,HIGH
studyinternational.com,0.0,1,HIGH
stthomastimesjournal.com,0.0,3,HIGH
stroudnewsandjournal.co.uk,0.0,1,HIGH
stratfordbeaconherald.com,0.0,4,HIGH
strategypage.com,0.0,1,HIGH
straight.com,0.0,1,HIGH
dailyresearchwriter.com,0.0,1,HIGH
dailyresearchchronicle.com,0.0,1,HIGH
dailypioneer.com,0.0,9,HIGH
dailyorange.com,0.0,1,HIGH
darientimes.com,0.0,3,HIGH
dapsmagic.com,0.0,1,HIGH
dancehallmag.com,0.0,6,HIGH
daman.co.id,0.0,1,HIGH
stocknews.com,0.0,3,HIGH
stlucianewsonline.com,0.0,1,HIGH
sunjournal.com,0.0,3,HIGH
dcist.com,0.0,1,HIGH
dbrnews.com,0.0,1,HIGH
dazn.com,0.0,37,HIGH
daywebchronicle.com,0.0,1,HIGH
daytimeconfidential.com,0.0,1,HIGH
dawgsbynature.com,0.0,3,HIGH
widerimage.reuters.com,0.0,1,HIGH
wickedlocal.com,0.0,1,HIGH
whyy.org,0.0,1,HIGH
whyallanewsonline.com.au,0.0,6,HIGH
whsc.on.ca,0.0,1,HIGH
wholehogsports.com,0.0,1,HIGH
dailytribune.com,0.0,1,HIGH
davisenterprise.com,0.0,1,HIGH
datacenterknowledge.com,0.0,1,HIGH
darko.audio,0.0,4,HIGH
delcotimes.com,0.0,1,HIGH
defenseone.com,0.0,1,HIGH
defense.gov,0.0,1,HIGH
deeside.com,0.0,1,HIGH
9to5toys.com,0.0,5,HIGH
decaturdaily.com,0.0,3,HIGH
deadspin.com,0.0,13,HIGH
desimartini.com,0.0,4,HIGH
design-reuse.com,0.0,1,HIGH
storypick.com,0.0,1,HIGH
stormininnorman.com,0.0,1,HIGH
stories.swns.com,0.0,1,HIGH
storagereview.com,0.0,1,HIGH
pistonheads.com,0.0,16,HIGH
pippenainteasy.com,0.0,1,HIGH
design-milk.com,0.0,1,HIGH
dermatologytimes.com,0.0,1,HIGH
deployant.com,0.0,1,HIGH
denverstiffs.com,0.0,6,HIGH
democracynow.org,0.0,1,HIGH
delta-optimist.com,0.0,1,HIGH
digitalhealth.net,0.0,1,HIGH
digistatement.com,0.0,2,HIGH
diginomica.com,0.0,1,HIGH
digiday.com,0.0,4,HIGH
diagnosticimaging.com,0.0,2,HIGH
diabetesincontrol.com,0.0,1,HIGH
dfw.cbslocal.com,0.0,3,HIGH
dawgnation.com,0.0,9,HIGH
wfae.org,0.0,1,HIGH
westword.com,0.0,1,HIGH
whichcar.com.au,0.0,6,HIGH
which-50.com,0.0,1,HIGH
wheels.ph,0.0,1,HIGH
phoronix.com,0.0,1,HIGH
phoneswiki.com,0.0,1,HIGH
985thesportshub.com,0.0,1,HIGH
planetfootball.com,0.0,17,HIGH
planetf1.com,0.0,69,HIGH
pjstar.com,0.0,2,HIGH
pjmedia.com,0.0,2,HIGH
piunikaweb.com,0.0,10,HIGH
pittwire.pitt.edu,0.0,1,HIGH
pittsburghpanthers.com,0.0,1,HIGH
pitpass.com,0.0,2,HIGH
digitalmusicnews.com,0.0,1,HIGH
963kklz.com,0.0,1,HIGH
doctorslounge.com,0.0,3,HIGH
dobberhockey.com,0.0,2,HIGH
dnj.com,0.0,1,HIGH
dknation.draftkings.com,0.0,14,HIGH
djournal.com,0.0,1,HIGH
djbooth.net,0.0,1,HIGH
diyphotography.net,0.0,8,HIGH
developer-tech.com,0.0,2,HIGH
dispatch.com,0.0,3,HIGH
discoverwildlife.com,0.0,1,HIGH
directorstalkinterviews.com,0.0,5,HIGH
direct88786.tribune.com.pk,0.0,1,HIGH
dignited.com,0.0,4,HIGH
wfdd.org,0.0,1,HIGH
dreamteamfc.com,0.0,2,HIGH
draysbay.com,0.0,1,HIGH
dovepress.com,0.0,3,HIGH
stampedeblue.com,0.0,2,HIGH
stamfordadvocate.com,0.0,2,HIGH
stl.news,0.0,1,HIGH
stke.sciencemag.org,0.0,1,HIGH
stjamesnews.com,0.0,1,HIGH
stevivor.com,0.0,11,HIGH
stereogum.com,0.0,6,HIGH
stereo.net.au,0.0,3,HIGH
whec.com,0.0,1,HIGH
whatsondisneyplus.com,0.0,2,HIGH
whatson.ae,0.0,2,HIGH
whats-on-netflix.com,0.0,11,HIGH
whatech.com,0.0,1,HIGH
steinbachonline.com,0.0,4,HIGH
steelguru.com,0.0,1,HIGH
steamboatpilot.com,0.0,1,HIGH
stawelltimes.com.au,0.0,1,HIGH
statesmanjournal.com,0.0,1,HIGH
dothaneagle.com,0.0,1,HIGH
dontboreus.thebrag.com,0.0,1,HIGH
donga.com,0.0,1,HIGH
domain-b.com,0.0,1,HIGH
dolphinswire.usatoday.com,0.0,2,HIGH
dogonews.com,0.0,1,HIGH
dodgersnation.com,0.0,3,HIGH
dodgersdigest.com,0.0,1,HIGH
diymag.com,0.0,2,HIGH
divorcediva.co.uk,0.0,4,HIGH
dispatchpublicist24.com,0.0,1,HIGH
pickr.com.au,0.0,2,HIGH
pia.gov.ph,0.0,1,HIGH
physicstoday.scitation.org,0.0,2,HIGH
physiciansweekly.com,0.0,1,HIGH
duexpress.in,0.0,1,HIGH
dualshockers.com,0.0,34,HIGH
dualdove.com,0.0,6,HIGH
dsogaming.com,0.0,7,HIGH
droidgamers.com,0.0,1,HIGH
droid-life.com,0.0,12,HIGH
drivespark.com,0.0,1,HIGH
eagleradio.co.uk,0.0,1,HIGH
eagledailystandard.news,0.0,1,HIGH
eagle.co.ug,0.0,1,HIGH
e27.co,0.0,1,HIGH
e-flux.com,0.0,1,HIGH
easternmirrornagaland.com,0.0,1,HIGH
easterneye.biz,0.0,1,HIGH
easternecho.com,0.0,1,HIGH
eastafricamonitor.com,0.0,1,HIGH
earthtouchnews.com,0.0,1,HIGH
earthquake-report.com,0.0,3,HIGH
earthobservatory.nasa.gov,0.0,3,HIGH
philippineslifestyle.com,0.0,1,HIGH
philboxing.com,0.0,1,HIGH
philadelphia.cbslocal.com,0.0,1,HIGH
pharmacytimes.com,0.0,11,HIGH
pharmacy.biz,0.0,1,HIGH
pharmaceutical-technology.com,0.0,1,HIGH
pinsentmasons.com,0.0,1,HIGH
pinkun.com,0.0,4,HIGH
pinevillevoice.com,0.0,1,HIGH
wgem.com,0.0,1,HIGH
wfxrtv.com,0.0,1,HIGH
wftv.com,0.0,1,HIGH
wflx.com,0.0,1,HIGH
ealingtimes.co.uk,0.0,1,HIGH
eagletribune.com,0.0,1,HIGH
echopress.com,0.0,1,HIGH
echo.net.au,0.0,1,HIGH
echo.ie,0.0,2,HIGH
dvidshub.net,0.0,1,HIGH
dutchnews.nl,0.0,1,HIGH
durhamregion.com,0.0,1,HIGH
duluthnewstribune.com,0.0,3,HIGH
dukebasketballreport.com,0.0,1,HIGH
eastidahonews.com,0.0,3,HIGH
easternriverinachronicle.com.au,0.0,2,HIGH
eastmidlandsbusinesslink.co.uk,0.0,1,HIGH
eastlothiancourier.com,0.0,2,HIGH
editorinleaf.com,0.0,2,HIGH
editorials24.com,0.0,1,HIGH
editorial.rottentomatoes.com,0.0,2,HIGH
editorandpublisher.com,0.0,1,HIGH
edgeprop.my,0.0,1,HIGH
econotimes.com,0.0,2,HIGH
eftm.com,0.0,4,HIGH
weraveyou.com,0.0,1,HIGH
wellsvilledaily.com,0.0,1,HIGH
wellingtontimes.com.au,0.0,2,HIGH
wellington.scoop.co.nz,0.0,1,HIGH
wgno.com,0.0,1,HIGH
wgme.com,0.0,1,HIGH
wglt.org,0.0,2,HIGH
edtimes.in,0.0,1,HIGH
wect.com,0.0,1,HIGH
thedefensepost.com,0.0,1,HIGH
thedalleschronicle.com,0.0,1,HIGH
thedailytimes.com,0.0,1,HIGH
thefutoncritic.com,0.0,6,HIGH
thefranklinnewspost.com,0.0,1,HIGH
thefootballfanbase.com,0.0,2,HIGH
thefootballfaithful.com,0.0,2,HIGH
theflindersnews.com.au,0.0,5,HIGH
thefirstnews.com,0.0,4,HIGH
echl.com,0.0,1,HIGH
ecdc.europa.eu,0.0,1,HIGH
ebiketips.road.cc,0.0,1,HIGH
eatout.co.za,0.0,1,HIGH
eastmojo.com,0.0,1,HIGH
thefantasyfootballers.com,0.0,1,HIGH
thefalconswire.usatoday.com,0.0,1,HIGH
standard.net.au,0.0,6,HIGH
standard-freeholder.com,0.0,1,HIGH
web.thecable.ng,0.0,1,HIGH
weau.com,0.0,3,HIGH
westport-news.com,0.0,2,HIGH
westplainsdailyquill.net,0.0,1,HIGH
westlondonsport.com,0.0,2,HIGH
westerntelegraph.co.uk,0.0,2,HIGH
westernmagazine.com.au,0.0,2,HIGH
eff.org,0.0,2,HIGH
eetindia.co.in,0.0,1,HIGH
eetasia.com,0.0,2,HIGH
eenewseurope.com,0.0,1,HIGH
eejournal.com,0.0,1,HIGH
westchester.news12.com,0.0,1,HIGH
edmonton.citynews.ca,0.0,1,HIGH
edm.com,0.0,4,HIGH
emergency-live.com,0.0,1,HIGH
elliotlaketoday.com,0.0,4,HIGH
elitesportsny.com,0.0,2,HIGH
elevenmyanmar.com,0.0,3,HIGH
eletimes.com,0.0,1,HIGH
elemental.medium.com,0.0,12,HIGH
electropages.com,0.0,1,HIGH
electronics360.globalspec.com,0.0,1,HIGH
electrive.com,0.0,1,HIGH
ein.iconnect007.com,0.0,1,HIGH
thefinancialexpress.com.bd,0.0,1,HIGH
thefinancialbrand.com,0.0,1,HIGH
thefilmstage.com,0.0,1,HIGH
phillysportsnetwork.com,0.0,1,HIGH
phillymag.com,0.0,1,HIGH
ehealth.eletsonline.com,0.0,1,HIGH
en.portnews.ru,0.0,1,HIGH
en.mehrnews.com,0.0,1,HIGH
en.hdbuzz.net,0.0,1,HIGH
en.escambray.cu,0.0,1,HIGH
en.delfi.lt,0.0,1,HIGH
en.ce.cn,0.0,1,HIGH
ems1.com,0.0,1,HIGH
empiresportsmedia.com,0.0,1,HIGH
empireonline.com,0.0,16,HIGH
enewsgh.com,0.0,1,HIGH
enewscourier.com,0.0,1,HIGH
energylivenews.com,0.0,3,HIGH
westcoastsentinel.com.au,0.0,10,HIGH
english.eastday.com,0.0,1,HIGH
wctrib.com,0.0,1,HIGH
aboutchromebooks.com,0.0,7,HIGH
wcbs880.radio.com,0.0,1,HIGH
wcbi.com,0.0,1,HIGH
pgurus.com,0.0,2,HIGH
abcnewsradioonline.com,0.0,17,HIGH
pff.com,0.0,8,HIGH
petroleum-economist.com,0.0,1,HIGH
peta.org.au,0.0,1,HIGH
persecution.org,0.0,1,HIGH
performancedrive.com.au,0.0,2,HIGH
pep.ph,0.0,2,HIGH
pensionplanpuppets.com,0.0,4,HIGH
radiichina.com,0.0,1,HIGH
phocuswire.com,0.0,1,HIGH
weedmaps.com,0.0,1,HIGH
engineering.com,0.0,1,HIGH
eng.belta.by,0.0,3,HIGH
eng.ambcrypto.com,0.0,1,HIGH
ephotozine.com,0.0,1,HIGH
epcrugby.com,0.0,1,HIGH
envirotecmagazine.com,0.0,1,HIGH
energeticcity.ca,0.0,1,HIGH
endurancebusiness.com,0.0,1,HIGH
endocrinologynetwork.com,0.0,2,HIGH
en.yna.co.kr,0.0,3,HIGH
en.yabiladi.com,0.0,1,HIGH
en.worldtempus.com,0.0,1,HIGH
en.thevalue.com,0.0,1,HIGH
english.sta.si,0.0,1,HIGH
english.elpais.com,0.0,2,HIGH
environmentjournal.online,0.0,1,HIGH
entertainmentpaper.com,0.0,1,HIGH
raconteur.net,0.0,1,HIGH
enterprisetimes.co.uk,0.0,2,HIGH
enterprisetalk.com,0.0,1,HIGH
enterprisenews.com,0.0,1,HIGH
enter21st.com,0.0,4,HIGH
enr.com,0.0,1,HIGH
englishforums.com,0.0,1,HIGH
racingtv.com,0.0,3,HIGH
esperanceexpress.com.au,0.0,4,HIGH
esmmagazine.com,0.0,1,HIGH
welcometoloudcity.com,0.0,2,HIGH
wegotthiscovered.com,0.0,2,HIGH
weeklytimesnow.com.au,0.0,2,HIGH
week.com,0.0,2,HIGH
yourerie.com,0.0,2,HIGH
pharmaceutical-business-review.com,0.0,1,HIGH
phandroid.com,0.0,7,HIGH
escxtra.com,0.0,1,HIGH
escardio.org,0.0,1,HIGH
ericsson.com,0.0,1,HIGH
ept.ca,0.0,2,HIGH
epmmagazine.com,0.0,1,HIGH
epiexpress.com,0.0,2,HIGH
spotboye.com,0.0,7,HIGH
sportzwiki.com,0.0,2,HIGH
sportstar.thehindu.com,0.0,7,HIGH
sportspromedia.com,0.0,1,HIGH
statehouse.gov.sc,0.0,1,HIGH
statecollege.com,0.0,1,HIGH
starwars.com,0.0,3,HIGH
essence.com,0.0,5,HIGH
esportznetwork.com,0.0,1,HIGH
esportsobserver.com,0.0,10,HIGH
1075thefan.com,0.0,1,HIGH
espn.in,0.0,60,HIGH
pensburgh.com,0.0,2,HIGH
pembinavalleyonline.com,0.0,1,HIGH
pelicandebrief.com,0.0,5,HIGH
pe.com,0.0,3,HIGH
pdqwire.com,0.0,1,HIGH
pcworld.com,0.0,12,HIGH
pcworld.co.nz,0.0,8,HIGH
pctechmag.com,0.0,1,HIGH
pcinvasion.com,0.0,3,HIGH
pcgamesn.com,0.0,43,HIGH
pcgamesinsider.biz,0.0,6,HIGH
eu-startups.com,0.0,3,HIGH
everythingbarca.com,0.0,7,HIGH
everydayhealth.com,0.0,1,HIGH
evertiq.com,0.0,2,HIGH
everettpost.com,0.0,1,HIGH
eveningnews24.co.uk,0.0,2,HIGH
1063word.radio.com,0.0,1,HIGH
stanleycupofchowder.com,0.0,1,HIGH
stanfordartsreview.com,0.0,1,HIGH
standardbredcanada.ca,0.0,3,HIGH
thedetroitbureau.com,0.0,1,HIGH
etftrends.com,0.0,3,HIGH
etfexpress.com,0.0,1,HIGH
101greatgoals.com,0.0,4,HIGH
essentialinstall.com,0.0,1,HIGH
essentialbaby.com.au,0.0,4,HIGH
eurosport.co.uk,0.0,12,HIGH
europeanscientist.com,0.0,2,HIGH
europeanpharmaceuticalreview.com,0.0,3,HIGH
exhaustnotes.com.au,0.0,1,HIGH
exclusive.multibriefs.com,0.0,1,HIGH
exchange4media.com,0.0,1,HIGH
examiner.org,0.0,2,HIGH
examiner.net,0.0,1,HIGH
ewrestlingnews.com,0.0,6,HIGH
european-biotechnology.com,0.0,1,HIGH
eurohoops.net,0.0,4,HIGH
91mobiles.com,0.0,34,HIGH
eurofantasyleague.com,0.0,1,HIGH
eureporter.co,0.0,1,HIGH
eurasiantimes.com,0.0,1,HIGH
euobserver.com,0.0,1,HIGH
panaynews.net,0.0,3,HIGH
ewrestling.com,0.0,2,HIGH
eweek.com,0.0,2,HIGH
49ers.com,0.0,1,HIGH
everythinglubbock.com,0.0,1,HIGH
factcheck.afp.com,0.0,1,HIGH
face2faceafrica.com,0.0,3,HIGH
f4wonline.com,0.0,23,HIGH
eyretribune.com.au,0.0,1,HIGH
eyesonisles.com,0.0,1,HIGH
extratime.media,0.0,8,HIGH
wben.radio.com,0.0,1,HIGH
wbbm780.radio.com,0.0,1,HIGH
eurweb.com,0.0,1,HIGH
eurovision.tv,0.0,3,HIGH
eurosport.com,0.0,44,HIGH
fcbarcelona.com,0.0,4,HIGH
fashionunited.uk,0.0,1,HIGH
farmingahead.com.au,0.0,1,HIGH
packersnews.com,0.0,1,HIGH
pacific.scoop.co.nz,0.0,1,HIGH
ozy.com,0.0,1,HIGH
oxgadgets.com,0.0,1,HIGH
pc-tablet.com,0.0,1,HIGH
pbssocal.org,0.0,1,HIGH
paulickreport.com,0.0,2,HIGH
pattayamail.com,0.0,2,HIGH
patspulpit.com,0.0,3,HIGH
particle.scitech.org.au,0.0,1,HIGH
parrysound.com,0.0,2,HIGH
parkinsonsnewstoday.com,0.0,4,HIGH
pancan.org,0.0,2,HIGH
